Site,Species,Hour,Minutes,NightLight_10K,NightLight_5K,NightLight_3K
Santa_Virginia_VG,Guerlinguetus_brasiliensis,9,7,0.198026001,0.10723,0.083407298
Santa_Virginia_VG,Guerlinguetus_brasiliensis,8,49,0.198026001,0.10723,0.083407298
Santa_Virginia_VG,Guerlinguetus_brasiliensis,8,35,0.198026001,0.10723,0.083407298
Santa_Virginia_VG,Guerlinguetus_brasiliensis,14,47,0.198026001,0.10723,0.083407298
Santa_Virginia_VG,Guerlinguetus_brasiliensis,13,10,0.198026001,0.10723,0.083407298
Ilha_do_Cardoso,Leopardus_pardalis,19,6,0.269225001,0.023534499,0.0280379
Santa_Virginia_VG,Leopardus_pardalis,7,17,0.198026001,0.10723,0.083407298
Amparo,Leopardus_pardalis,11,12,1.193070054,0.309419006,0.280874997
Amparo,Leopardus_pardalis,21,18,1.193070054,0.309419006,0.280874997
Amparo,Leopardus_pardalis,1,42,1.193070054,0.309419006,0.280874997
Araras,Leopardus_pardalis,14,11,1.926110029,0.372794986,0.283347011
Araras,Leopardus_pardalis,6,19,1.926110029,0.372794986,0.283347011
Araras,Leopardus_pardalis,18,3,1.926110029,0.372794986,0.283347011
ESEC_Mico_Leao_Preto,Leopardus_pardalis,8,2,0.039714798,0.017632,0.0115828
ESEC_Mico_Leao_Preto,Leopardus_pardalis,3,39,0.039714798,0.017632,0.0115828
ESEC_Mico_Leao_Preto,Leopardus_pardalis,21,14,0.039714798,0.017632,0.0115828
ESEC_Mico_Leao_Preto,Leopardus_pardalis,22,39,0.039714798,0.017632,0.0115828
Caetetus,Leopardus_pardalis,19,56,0.202489004,0.074653298,0.051570699
Martinopolis,Leopardus_pardalis,0,19,0.057776,0.040970702,0.0374314
Morro_do_Diabo,Leopardus_pardalis,5,17,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Leopardus_pardalis,1,3,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Leopardus_pardalis,7,34,0.018761801,0.00978855,0.00837203
Piracicaba1,Leopardus_pardalis,1,49,1.623939991,2.008239985,0.920593023
Votuporanga,Leopardus_pardalis,5,32,0.332904994,0.949056983,0.096624501
Caetetus,Leopardus_pardalis,21,21,0.202489004,0.074653298,0.051570699
Caetetus,Leopardus_pardalis,22,23,0.202489004,0.074653298,0.051570699
Caetetus,Leopardus_pardalis,4,23,0.202489004,0.074653298,0.051570699
Caetetus,Leopardus_pardalis,18,34,0.202489004,0.074653298,0.051570699
Caetetus,Leopardus_pardalis,17,29,0.202489004,0.074653298,0.051570699
Caetetus,Leopardus_pardalis,17,54,0.202489004,0.074653298,0.051570699
Caetetus,Leopardus_pardalis,6,0,0.202489004,0.074653298,0.051570699
Caetetus,Leopardus_pardalis,3,14,0.202489004,0.074653298,0.051570699
Caetetus,Leopardus_pardalis,11,46,0.202489004,0.074653298,0.051570699
Caetetus,Leopardus_pardalis,18,31,0.202489004,0.074653298,0.051570699
Caetetus,Leopardus_pardalis,13,57,0.202489004,0.074653298,0.051570699
Caetetus,Leopardus_pardalis,18,31,0.202489004,0.074653298,0.051570699
Caetetus,Leopardus_pardalis,6,21,0.202489004,0.074653298,0.051570699
Caetetus,Leopardus_pardalis,4,45,0.202489004,0.074653298,0.051570699
Caetetus,Leopardus_pardalis,2,22,0.202489004,0.074653298,0.051570699
Caetetus,Leopardus_pardalis,20,46,0.202489004,0.074653298,0.051570699
Caetetus,Leopardus_pardalis,1,15,0.202489004,0.074653298,0.051570699
Caetetus,Leopardus_pardalis,11,44,0.202489004,0.074653298,0.051570699
Caetetus,Leopardus_pardalis,18,45,0.202489004,0.074653298,0.051570699
Caetetus,Leopardus_pardalis,20,41,0.202489004,0.074653298,0.051570699
Ipeuna2,Leopardus_pardalis,16,17,0.938365996,0.227390006,0.173724994
Anhembi1,Leopardus_pardalis,4,27,0.228274003,0.21604,0.080339298
Martinopolis,Leopardus_pardalis,5,32,0.057776,0.040970702,0.0374314
Morro_do_Diabo,Leopardus_pardalis,19,48,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Leopardus_pardalis,4,2,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Leopardus_pardalis,8,11,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Leopardus_pardalis,21,13,0.018761801,0.00978855,0.00837203
Mata_Santa_Genebra,Leopardus_pardalis,6,38,24.07699966,19.86580086,10.5564003
Mata_Santa_Genebra,Leopardus_pardalis,3,28,24.07699966,19.86580086,10.5564003
Mata_Santa_Genebra,Leopardus_pardalis,3,45,24.07699966,19.86580086,10.5564003
Mata_Santa_Genebra,Leopardus_pardalis,19,26,24.07699966,19.86580086,10.5564003
Mata_Sao_Jose,Leopardus_pardalis,5,23,4.565340042,0.948502004,0.865884006
Mata_Sao_Jose,Leopardus_pardalis,21,26,4.565340042,0.948502004,0.865884006
P.E._Campos_do_Jordao,Leopardus_pardalis,18,55,0.190798,0.080540903,0.076663002
Sao_Jose_Rio_Pardo,Leopardus_pardalis,22,54,0.235854998,0.104506001,0.120008998
Votuporanga,Leopardus_pardalis,3,4,0.332904994,0.949056983,0.096624501
Votuporanga,Leopardus_pardalis,21,0,0.332904994,0.949056983,0.096624501
Votuporanga,Leopardus_pardalis,20,5,0.332904994,0.949056983,0.096624501
Votuporanga,Leopardus_pardalis,19,47,0.332904994,0.949056983,0.096624501
Carlos_Botelho,Leopardus_pardalis,22,29,0.0530174,0.100855,0.181837007
Carlos_Botelho,Leopardus_pardalis,5,19,0.0530174,0.100855,0.181837007
Carlos_Botelho,Leopardus_pardalis,4,10,0.0530174,0.100855,0.181837007
Carlos_Botelho,Leopardus_pardalis,19,41,0.0530174,0.100855,0.181837007
Carlos_Botelho,Leopardus_pardalis,21,5,0.0530174,0.100855,0.181837007
Carlos_Botelho,Leopardus_pardalis,19,41,0.0530174,0.100855,0.181837007
Carlos_Botelho,Leopardus_pardalis,19,28,0.0530174,0.100855,0.181837007
Carlos_Botelho,Leopardus_pardalis,4,23,0.0530174,0.100855,0.181837007
Carlos_Botelho,Leopardus_pardalis,22,34,0.0530174,0.100855,0.181837007
Carlos_Botelho,Leopardus_pardalis,0,40,0.0530174,0.100855,0.181837007
Intervales,Leopardus_pardalis,1,14,0.00919312,0.010537,0.0123196
Intervales,Leopardus_pardalis,13,43,0.00919312,0.010537,0.0123196
Intervales,Leopardus_pardalis,20,3,0.00919312,0.010537,0.0123196
Intervales,Leopardus_pardalis,21,26,0.00919312,0.010537,0.0123196
Intervales,Leopardus_pardalis,19,2,0.00919312,0.010537,0.0123196
Intervales,Leopardus_pardalis,18,46,0.00919312,0.010537,0.0123196
Intervales,Leopardus_pardalis,14,14,0.00919312,0.010537,0.0123196
Intervales,Leopardus_pardalis,11,21,0.00919312,0.010537,0.0123196
Ilha_Bela,Leopardus_pardalis,5,27,1.983219981,1.201670051,0.40883401
Ilha_do_Cardoso,Leopardus_pardalis,22,34,0.269225001,0.023534499,0.0280379
Ilha_do_Cardoso,Leopardus_pardalis,0,40,0.269225001,0.023534499,0.0280379
Ilha_do_Cardoso,Leopardus_pardalis,21,45,0.269225001,0.023534499,0.0280379
Ilha_do_Cardoso,Leopardus_pardalis,20,0,0.269225001,0.023534499,0.0280379
Ilha_do_Cardoso,Leopardus_pardalis,22,0,0.269225001,0.023534499,0.0280379
Ilha_do_Cardoso,Leopardus_pardalis,20,32,0.269225001,0.023534499,0.0280379
Santa_Virginia_ITA,Leopardus_pardalis,4,31,0.045827098,0.0272626,0.029198799
Santa_Virginia_ITA,Leopardus_pardalis,7,26,0.045827098,0.0272626,0.029198799
Santa_Virginia_ITA,Leopardus_pardalis,19,49,0.045827098,0.0272626,0.029198799
Santa_Virginia_ITA,Leopardus_pardalis,21,17,0.045827098,0.0272626,0.029198799
Santa_Virginia_ITA,Leopardus_pardalis,17,23,0.045827098,0.0272626,0.029198799
Santa_Virginia_ITA,Leopardus_pardalis,9,47,0.045827098,0.0272626,0.029198799
Santa_Virginia_ITA,Leopardus_pardalis,21,29,0.045827098,0.0272626,0.029198799
Santa_Virginia_ITA,Leopardus_pardalis,19,48,0.045827098,0.0272626,0.029198799
Santa_Virginia_ITA,Leopardus_pardalis,2,45,0.045827098,0.0272626,0.029198799
Santa_Virginia_ITA,Leopardus_pardalis,2,44,0.045827098,0.0272626,0.029198799
Santa_Virginia_ITA,Leopardus_pardalis,19,33,0.045827098,0.0272626,0.029198799
Santa_Virginia_ITA,Leopardus_pardalis,2,34,0.045827098,0.0272626,0.029198799
Santa_Virginia_ITA,Leopardus_pardalis,5,35,0.045827098,0.0272626,0.029198799
Santa_Virginia_VG,Leopardus_pardalis,3,42,0.198026001,0.10723,0.083407298
Santa_Virginia_VG,Leopardus_pardalis,20,3,0.198026001,0.10723,0.083407298
Santa_Virginia_VG,Leopardus_pardalis,3,45,0.198026001,0.10723,0.083407298
Santa_Virginia_VG,Leopardus_pardalis,20,16,0.198026001,0.10723,0.083407298
Paranapanema,Leopardus_pardalis,19,35,0.348901004,0.040342402,0.037216399
Alvinlandia,Leopardus_pardalis,20,6,0.228619993,0.528104007,0.095633902
Alvinlandia,Leopardus_pardalis,2,15,0.228619993,0.528104007,0.095633902
Alvinlandia,Leopardus_pardalis,3,54,0.228619993,0.528104007,0.095633902
Piracaia,Leopardus_pardalis,22,42,0.154033005,0.105757996,0.100703001
Piracaia,Leopardus_pardalis,18,32,0.154033005,0.105757996,0.100703001
Piracicaba,Leopardus_pardalis,21,7,0.294449002,0.218134001,0.200813994
Piracicaba,Leopardus_pardalis,4,37,0.294449002,0.218134001,0.200813994
Piracicaba,Leopardus_pardalis,18,46,0.294449002,0.218134001,0.200813994
Piracicaba,Leopardus_pardalis,1,17,0.294449002,0.218134001,0.200813994
Piracicaba,Leopardus_pardalis,6,58,0.294449002,0.218134001,0.200813994
Piracicaba,Leopardus_pardalis,6,39,0.294449002,0.218134001,0.200813994
Cristais_Paulista,Leopardus_pardalis,23,43,0.361802012,0.563796997,0.134693995
Cristais_Paulista,Leopardus_pardalis,22,20,0.361802012,0.563796997,0.134693995
Cristais_Paulista,Leopardus_pardalis,6,2,0.361802012,0.563796997,0.134693995
Cristais_Paulista,Leopardus_pardalis,20,13,0.361802012,0.563796997,0.134693995
Cristais_Paulista,Leopardus_pardalis,20,40,0.361802012,0.563796997,0.134693995
Cristais_Paulista,Leopardus_pardalis,20,52,0.361802012,0.563796997,0.134693995
Cristais_Paulista,Leopardus_pardalis,22,45,0.361802012,0.563796997,0.134693995
Cristais_Paulista,Leopardus_pardalis,19,39,0.361802012,0.563796997,0.134693995
Carlos_Botelho,Mazama_gouazoubira,2,4,0.0530174,0.100855,0.181837007
Carlos_Botelho,Mazama_gouazoubira,1,11,0.0530174,0.100855,0.181837007
Carlos_Botelho,Mazama_gouazoubira,3,34,0.0530174,0.100855,0.181837007
Carlos_Botelho,Mazama_gouazoubira,23,28,0.0530174,0.100855,0.181837007
Carlos_Botelho,Mazama_gouazoubira,0,15,0.0530174,0.100855,0.181837007
Carlos_Botelho,Mazama_gouazoubira,23,45,0.0530174,0.100855,0.181837007
Carlos_Botelho,Mazama_gouazoubira,1,44,0.0530174,0.100855,0.181837007
Carlos_Botelho,Mazama_gouazoubira,22,21,0.0530174,0.100855,0.181837007
Carlos_Botelho,Mazama_gouazoubira,19,0,0.0530174,0.100855,0.181837007
Carlos_Botelho,Mazama_gouazoubira,22,54,0.0530174,0.100855,0.181837007
Carlos_Botelho,Mazama_gouazoubira,18,34,0.0530174,0.100855,0.181837007
Carlos_Botelho,Mazama_gouazoubira,23,35,0.0530174,0.100855,0.181837007
Carlos_Botelho,Mazama_gouazoubira,21,17,0.0530174,0.100855,0.181837007
Carlos_Botelho,Mazama_gouazoubira,19,47,0.0530174,0.100855,0.181837007
Carlos_Botelho,Mazama_gouazoubira,1,49,0.0530174,0.100855,0.181837007
Ilha_do_Cardoso,Mazama_gouazoubira,13,21,0.269225001,0.023534499,0.0280379
Ilha_do_Cardoso,Mazama_gouazoubira,18,8,0.269225001,0.023534499,0.0280379
Ilha_do_Cardoso,Mazama_gouazoubira,23,44,0.269225001,0.023534499,0.0280379
Ilha_do_Cardoso,Mazama_gouazoubira,20,24,0.269225001,0.023534499,0.0280379
Ilha_do_Cardoso,Mazama_gouazoubira,2,19,0.269225001,0.023534499,0.0280379
Ilha_do_Cardoso,Mazama_gouazoubira,10,16,0.269225001,0.023534499,0.0280379
Ilha_do_Cardoso,Mazama_gouazoubira,10,19,0.269225001,0.023534499,0.0280379
Ilha_do_Cardoso,Mazama_gouazoubira,17,52,0.269225001,0.023534499,0.0280379
Amparo,Mazama_gouazoubira,11,37,1.193070054,0.309419006,0.280874997
Anhembi1,Mazama_gouazoubira,3,51,0.228274003,0.21604,0.080339298
Anhembi1,Mazama_gouazoubira,20,38,0.228274003,0.21604,0.080339298
Anhembi1,Mazama_gouazoubira,3,22,0.228274003,0.21604,0.080339298
Anhembi1,Mazama_gouazoubira,22,58,0.228274003,0.21604,0.080339298
Anhembi1,Mazama_gouazoubira,2,16,0.228274003,0.21604,0.080339298
Anhembi1,Mazama_gouazoubira,8,42,0.228274003,0.21604,0.080339298
Anhembi1,Mazama_gouazoubira,22,19,0.228274003,0.21604,0.080339298
Anhembi1,Mazama_gouazoubira,0,18,0.228274003,0.21604,0.080339298
Anhembi1,Mazama_gouazoubira,7,34,0.228274003,0.21604,0.080339298
Anhembi1,Mazama_gouazoubira,22,19,0.228274003,0.21604,0.080339298
Anhembi1,Mazama_gouazoubira,6,3,0.228274003,0.21604,0.080339298
Anhembi1,Mazama_gouazoubira,4,11,0.228274003,0.21604,0.080339298
Anhembi1,Mazama_gouazoubira,4,57,0.228274003,0.21604,0.080339298
Anhembi1,Mazama_gouazoubira,4,10,0.228274003,0.21604,0.080339298
Anhembi1,Mazama_gouazoubira,17,47,0.228274003,0.21604,0.080339298
Anhembi1,Mazama_gouazoubira,9,29,0.228274003,0.21604,0.080339298
Anhembi1,Mazama_gouazoubira,18,1,0.228274003,0.21604,0.080339298
Anhembi1,Mazama_gouazoubira,4,10,0.228274003,0.21604,0.080339298
Anhembi1,Mazama_gouazoubira,17,1,0.228274003,0.21604,0.080339298
Anhembi1,Mazama_gouazoubira,0,52,0.228274003,0.21604,0.080339298
Anhembi1,Mazama_gouazoubira,21,51,0.228274003,0.21604,0.080339298
Anhembi1,Mazama_gouazoubira,1,37,0.228274003,0.21604,0.080339298
Anhembi1,Mazama_gouazoubira,1,24,0.228274003,0.21604,0.080339298
Anhembi1,Mazama_gouazoubira,6,38,0.228274003,0.21604,0.080339298
Anhembi1,Mazama_gouazoubira,3,57,0.228274003,0.21604,0.080339298
Anhembi1,Mazama_gouazoubira,6,24,0.228274003,0.21604,0.080339298
Anhembi1,Mazama_gouazoubira,5,0,0.228274003,0.21604,0.080339298
ESEC_Mico_Leao_Preto,Mazama_gouazoubira,10,1,0.039714798,0.017632,0.0115828
ESEC_Mico_Leao_Preto,Mazama_gouazoubira,13,0,0.039714798,0.017632,0.0115828
ESEC_Mico_Leao_Preto,Mazama_gouazoubira,4,22,0.039714798,0.017632,0.0115828
ESEC_Mico_Leao_Preto,Mazama_gouazoubira,19,6,0.039714798,0.017632,0.0115828
ESEC_Mico_Leao_Preto,Mazama_gouazoubira,12,56,0.039714798,0.017632,0.0115828
ESEC_Mico_Leao_Preto,Mazama_gouazoubira,10,24,0.039714798,0.017632,0.0115828
ESEC_Mico_Leao_Preto,Mazama_gouazoubira,21,55,0.039714798,0.017632,0.0115828
ESEC_Mico_Leao_Preto,Mazama_gouazoubira,6,51,0.039714798,0.017632,0.0115828
ESEC_Mico_Leao_Preto,Mazama_gouazoubira,18,2,0.039714798,0.017632,0.0115828
ESEC_Mico_Leao_Preto,Mazama_gouazoubira,12,26,0.039714798,0.017632,0.0115828
ESEC_Mico_Leao_Preto,Mazama_gouazoubira,5,15,0.039714798,0.017632,0.0115828
ESEC_Mico_Leao_Preto,Mazama_gouazoubira,0,2,0.039714798,0.017632,0.0115828
ESEC_Mico_Leao_Preto,Mazama_gouazoubira,7,20,0.039714798,0.017632,0.0115828
ESEC_Mico_Leao_Preto,Mazama_gouazoubira,3,5,0.039714798,0.017632,0.0115828
ESEC_Mico_Leao_Preto,Mazama_gouazoubira,20,18,0.039714798,0.017632,0.0115828
ESEC_Mico_Leao_Preto,Mazama_gouazoubira,22,35,0.039714798,0.017632,0.0115828
ESEC_Mico_Leao_Preto,Mazama_gouazoubira,20,7,0.039714798,0.017632,0.0115828
ESEC_Mico_Leao_Preto,Mazama_gouazoubira,21,49,0.039714798,0.017632,0.0115828
ESEC_Mico_Leao_Preto,Mazama_gouazoubira,20,58,0.039714798,0.017632,0.0115828
ESEC_Mico_Leao_Preto,Mazama_gouazoubira,14,47,0.039714798,0.017632,0.0115828
ESEC_Mico_Leao_Preto,Mazama_gouazoubira,21,58,0.039714798,0.017632,0.0115828
ESEC_Mico_Leao_Preto,Mazama_gouazoubira,2,49,0.039714798,0.017632,0.0115828
ESEC_Mico_Leao_Preto,Mazama_gouazoubira,7,54,0.039714798,0.017632,0.0115828
Caetetus,Mazama_gouazoubira,18,10,0.202489004,0.074653298,0.051570699
Iracemapolis,Mazama_gouazoubira,9,26,1.623939991,0.87094003,1.016569972
Iracemapolis,Mazama_gouazoubira,15,16,1.623939991,0.87094003,1.016569972
Irapua,Mazama_gouazoubira,17,45,0.396082014,0.186593994,0.292665988
Irapua,Mazama_gouazoubira,3,9,0.396082014,0.186593994,0.292665988
Irapua,Mazama_gouazoubira,18,5,0.396082014,0.186593994,0.292665988
Martinopolis,Mazama_gouazoubira,8,39,0.057776,0.040970702,0.0374314
Martinopolis,Mazama_gouazoubira,13,20,0.057776,0.040970702,0.0374314
Morro_do_Diabo,Mazama_gouazoubira,7,46,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Mazama_gouazoubira,2,27,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Mazama_gouazoubira,6,12,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Mazama_gouazoubira,6,52,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Mazama_gouazoubira,3,11,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Mazama_gouazoubira,9,3,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Mazama_gouazoubira,4,29,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Mazama_gouazoubira,4,32,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Mazama_gouazoubira,12,52,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Mazama_gouazoubira,3,16,0.018761801,0.00978855,0.00837203
Novo_Horizonte,Mazama_gouazoubira,2,42,0.629979014,0.097237401,0.094932802
Novo_Horizonte,Mazama_gouazoubira,23,4,0.629979014,0.097237401,0.094932802
Novo_Horizonte,Mazama_gouazoubira,6,20,0.629979014,0.097237401,0.094932802
Piracicaba1,Mazama_gouazoubira,0,37,1.623939991,2.008239985,0.920593023
Piracicaba1,Mazama_gouazoubira,19,40,1.623939991,2.008239985,0.920593023
Piracicaba1,Mazama_gouazoubira,23,44,1.623939991,2.008239985,0.920593023
Piracicaba1,Mazama_gouazoubira,17,25,1.623939991,2.008239985,0.920593023
Porangaba,Mazama_gouazoubira,19,26,0.430094987,0.412360013,0.256601989
Sta_Rosa_Viterbo,Mazama_gouazoubira,1,3,0.391250998,0.118318997,0.116228998
Sta_Rosa_Viterbo,Mazama_gouazoubira,22,25,0.391250998,0.118318997,0.116228998
Sta_Rosa_Viterbo,Mazama_gouazoubira,19,14,0.391250998,0.118318997,0.116228998
Sta_Rosa_Viterbo,Mazama_gouazoubira,13,18,0.391250998,0.118318997,0.116228998
Valparaiso,Mazama_gouazoubira,3,55,0.118042998,0.221954003,0.0415859
Valparaiso,Mazama_gouazoubira,18,55,0.118042998,0.221954003,0.0415859
Valparaiso,Mazama_gouazoubira,5,33,0.118042998,0.221954003,0.0415859
Valparaiso,Mazama_gouazoubira,16,56,0.118042998,0.221954003,0.0415859
Valparaiso,Mazama_gouazoubira,5,22,0.118042998,0.221954003,0.0415859
Valparaiso,Mazama_gouazoubira,19,18,0.118042998,0.221954003,0.0415859
Votuporanga,Mazama_gouazoubira,21,17,0.332904994,0.949056983,0.096624501
Votuporanga,Mazama_gouazoubira,8,0,0.332904994,0.949056983,0.096624501
Votuporanga,Mazama_gouazoubira,8,43,0.332904994,0.949056983,0.096624501
Votuporanga,Mazama_gouazoubira,22,30,0.332904994,0.949056983,0.096624501
Votuporanga,Mazama_gouazoubira,7,24,0.332904994,0.949056983,0.096624501
Votuporanga,Mazama_gouazoubira,11,36,0.332904994,0.949056983,0.096624501
Votuporanga,Mazama_gouazoubira,21,15,0.332904994,0.949056983,0.096624501
Caetetus,Mazama_gouazoubira,22,13,0.202489004,0.074653298,0.051570699
Caetetus,Mazama_gouazoubira,23,6,0.202489004,0.074653298,0.051570699
Caetetus,Mazama_gouazoubira,13,29,0.202489004,0.074653298,0.051570699
Caetetus,Mazama_gouazoubira,9,32,0.202489004,0.074653298,0.051570699
Caetetus,Mazama_gouazoubira,4,25,0.202489004,0.074653298,0.051570699
Caetetus,Mazama_gouazoubira,19,41,0.202489004,0.074653298,0.051570699
Caetetus,Mazama_gouazoubira,23,16,0.202489004,0.074653298,0.051570699
Caetetus,Mazama_gouazoubira,21,39,0.202489004,0.074653298,0.051570699
Caetetus,Mazama_gouazoubira,23,42,0.202489004,0.074653298,0.051570699
Caetetus,Mazama_gouazoubira,4,51,0.202489004,0.074653298,0.051570699
Caetetus,Mazama_gouazoubira,2,44,0.202489004,0.074653298,0.051570699
Caetetus,Mazama_gouazoubira,3,40,0.202489004,0.074653298,0.051570699
Caetetus,Mazama_gouazoubira,2,5,0.202489004,0.074653298,0.051570699
Caetetus,Mazama_gouazoubira,16,50,0.202489004,0.074653298,0.051570699
Caetetus,Mazama_gouazoubira,3,20,0.202489004,0.074653298,0.051570699
Caetetus,Mazama_gouazoubira,16,49,0.202489004,0.074653298,0.051570699
Caetetus,Mazama_gouazoubira,20,22,0.202489004,0.074653298,0.051570699
Caetetus,Mazama_gouazoubira,18,50,0.202489004,0.074653298,0.051570699
Caetetus,Mazama_gouazoubira,3,47,0.202489004,0.074653298,0.051570699
Caetetus,Mazama_gouazoubira,18,4,0.202489004,0.074653298,0.051570699
Caetetus,Mazama_gouazoubira,17,11,0.202489004,0.074653298,0.051570699
Caetetus,Mazama_gouazoubira,18,42,0.202489004,0.074653298,0.051570699
Caetetus,Mazama_gouazoubira,1,13,0.202489004,0.074653298,0.051570699
Caetetus,Mazama_gouazoubira,18,37,0.202489004,0.074653298,0.051570699
Caetetus,Mazama_gouazoubira,2,31,0.202489004,0.074653298,0.051570699
Caetetus,Mazama_gouazoubira,20,8,0.202489004,0.074653298,0.051570699
Caetetus,Mazama_gouazoubira,22,43,0.202489004,0.074653298,0.051570699
Caetetus,Mazama_gouazoubira,17,35,0.202489004,0.074653298,0.051570699
Caetetus,Mazama_gouazoubira,12,35,0.202489004,0.074653298,0.051570699
Caetetus,Mazama_gouazoubira,5,20,0.202489004,0.074653298,0.051570699
Caetetus,Mazama_gouazoubira,3,18,0.202489004,0.074653298,0.051570699
Caetetus,Mazama_gouazoubira,0,10,0.202489004,0.074653298,0.051570699
Caetetus,Mazama_gouazoubira,5,3,0.202489004,0.074653298,0.051570699
Caetetus,Mazama_gouazoubira,23,56,0.202489004,0.074653298,0.051570699
Caetetus,Mazama_gouazoubira,5,3,0.202489004,0.074653298,0.051570699
Caetetus,Mazama_gouazoubira,17,43,0.202489004,0.074653298,0.051570699
Caetetus,Mazama_gouazoubira,23,55,0.202489004,0.074653298,0.051570699
Caetetus,Mazama_gouazoubira,0,1,0.202489004,0.074653298,0.051570699
Caetetus,Mazama_gouazoubira,21,40,0.202489004,0.074653298,0.051570699
Caetetus,Mazama_gouazoubira,19,57,0.202489004,0.074653298,0.051570699
Caetetus,Mazama_gouazoubira,1,11,0.202489004,0.074653298,0.051570699
Caetetus,Mazama_gouazoubira,18,34,0.202489004,0.074653298,0.051570699
Caetetus,Mazama_gouazoubira,23,18,0.202489004,0.074653298,0.051570699
Caetetus,Mazama_gouazoubira,21,4,0.202489004,0.074653298,0.051570699
Caetetus,Mazama_gouazoubira,19,29,0.202489004,0.074653298,0.051570699
Caetetus,Mazama_gouazoubira,0,33,0.202489004,0.074653298,0.051570699
Caetetus,Mazama_gouazoubira,19,19,0.202489004,0.074653298,0.051570699
Caetetus,Mazama_gouazoubira,19,5,0.202489004,0.074653298,0.051570699
Caetetus,Mazama_gouazoubira,20,52,0.202489004,0.074653298,0.051570699
Caetetus,Mazama_gouazoubira,3,9,0.202489004,0.074653298,0.051570699
Caetetus,Mazama_gouazoubira,20,15,0.202489004,0.074653298,0.051570699
Caetetus,Mazama_gouazoubira,9,31,0.202489004,0.074653298,0.051570699
Caetetus,Mazama_gouazoubira,4,55,0.202489004,0.074653298,0.051570699
Caetetus,Mazama_gouazoubira,10,8,0.202489004,0.074653298,0.051570699
Ipeuna2,Mazama_gouazoubira,7,16,0.938365996,0.227390006,0.173724994
Ipeuna2,Mazama_gouazoubira,16,6,0.938365996,0.227390006,0.173724994
Amparo,Mazama_gouazoubira,11,54,1.193070054,0.309419006,0.280874997
Angatuba,Mazama_gouazoubira,10,27,0.317896008,0.087016597,0.121004
Angatuba,Mazama_gouazoubira,17,38,0.317896008,0.087016597,0.121004
Angatuba,Mazama_gouazoubira,16,39,0.317896008,0.087016597,0.121004
Angatuba,Mazama_gouazoubira,11,3,0.317896008,0.087016597,0.121004
Angatuba,Mazama_gouazoubira,13,53,0.317896008,0.087016597,0.121004
Anhembi1,Mazama_gouazoubira,16,43,0.228274003,0.21604,0.080339298
Anhembi1,Mazama_gouazoubira,20,2,0.228274003,0.21604,0.080339298
Anhembi1,Mazama_gouazoubira,21,45,0.228274003,0.21604,0.080339298
Anhembi1,Mazama_gouazoubira,0,0,0.228274003,0.21604,0.080339298
Anhembi1,Mazama_gouazoubira,13,38,0.228274003,0.21604,0.080339298
Anhembi1,Mazama_gouazoubira,19,36,0.228274003,0.21604,0.080339298
Anhembi1,Mazama_gouazoubira,22,48,0.228274003,0.21604,0.080339298
Anhembi1,Mazama_gouazoubira,21,24,0.228274003,0.21604,0.080339298
Anhembi1,Mazama_gouazoubira,12,24,0.228274003,0.21604,0.080339298
Anhembi1,Mazama_gouazoubira,14,17,0.228274003,0.21604,0.080339298
Anhembi1,Mazama_gouazoubira,21,9,0.228274003,0.21604,0.080339298
Anhembi1,Mazama_gouazoubira,22,17,0.228274003,0.21604,0.080339298
Anhembi1,Mazama_gouazoubira,22,24,0.228274003,0.21604,0.080339298
Anhembi1,Mazama_gouazoubira,22,10,0.228274003,0.21604,0.080339298
Anhembi1,Mazama_gouazoubira,15,31,0.228274003,0.21604,0.080339298
Anhembi1,Mazama_gouazoubira,11,16,0.228274003,0.21604,0.080339298
Anhembi1,Mazama_gouazoubira,22,56,0.228274003,0.21604,0.080339298
Anhembi1,Mazama_gouazoubira,2,51,0.228274003,0.21604,0.080339298
Anhembi1,Mazama_gouazoubira,3,11,0.228274003,0.21604,0.080339298
Anhembi1,Mazama_gouazoubira,18,6,0.228274003,0.21604,0.080339298
Anhembi1,Mazama_gouazoubira,17,11,0.228274003,0.21604,0.080339298
Anhembi1,Mazama_gouazoubira,17,35,0.228274003,0.21604,0.080339298
Anhembi1,Mazama_gouazoubira,2,21,0.228274003,0.21604,0.080339298
Anhembi1,Mazama_gouazoubira,0,50,0.228274003,0.21604,0.080339298
Anhembi1,Mazama_gouazoubira,17,5,0.228274003,0.21604,0.080339298
Anhembi1,Mazama_gouazoubira,0,16,0.228274003,0.21604,0.080339298
