Site,Species,Hour,Minutes,NightLight_10K,NightLight_5K,NightLight_3K
Morro_do_Diabo,Dasyprocta_azarae,18,5,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,5,25,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,11,38,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,16,11,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,18,15,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,6,21,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,18,9,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,5,40,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,6,10,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,8,53,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,6,56,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,6,10,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,17,23,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,17,51,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,7,34,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,6,10,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,18,16,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,7,25,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,18,11,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,6,24,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,5,52,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,16,52,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,18,20,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,5,25,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,6,31,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,5,58,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,16,9,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,18,20,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,5,22,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,7,19,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,11,53,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,14,32,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,12,54,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,14,57,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,17,49,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,5,19,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,17,19,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,18,41,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,18,35,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,10,43,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,11,3,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,14,43,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,7,7,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,9,9,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,10,4,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,12,9,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,15,3,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,16,0,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,5,42,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,6,11,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,13,10,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,16,11,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,5,27,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,10,8,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,12,18,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,17,4,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,15,51,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,5,23,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,11,53,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,6,7,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,6,47,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,16,41,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,6,39,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,16,41,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,5,26,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,4,48,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,8,49,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,7,48,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,8,57,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,17,59,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,8,26,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,7,41,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,9,20,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,17,0,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,10,1,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,9,10,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,6,32,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,9,41,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,7,1,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,14,54,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,6,22,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,9,9,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,10,57,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,17,59,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,18,0,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,11,47,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,11,50,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,7,55,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,7,15,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,9,39,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,10,2,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,9,13,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,17,32,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,8,33,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,11,39,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,14,19,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,18,40,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,10,45,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,13,49,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,14,34,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,10,7,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,1,2,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,22,12,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,7,27,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,7,19,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,14,12,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,18,47,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,11,5,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,17,41,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,7,6,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,10,8,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,5,54,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,10,8,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,7,27,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,11,8,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,17,10,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,13,6,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,13,10,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,18,57,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,19,1,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,16,29,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,9,36,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,16,14,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,18,50,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,5,45,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,5,46,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,17,26,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,10,58,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,17,42,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,15,5,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,12,31,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,13,20,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,10,27,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,11,21,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,13,21,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,5,54,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,11,40,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,14,11,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,5,54,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,6,5,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,8,53,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,11,15,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,15,40,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,16,3,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,10,45,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,5,1,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,6,0,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,8,56,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,10,9,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,16,21,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,5,16,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,8,37,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,15,4,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,17,39,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,4,47,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,16,0,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,4,58,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,5,14,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,6,1,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,17,7,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,6,17,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,17,46,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,7,29,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,18,2,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,7,7,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,7,17,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,13,18,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,18,9,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,16,18,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,18,26,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,18,3,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,8,50,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,16,59,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,12,35,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,6,34,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,17,28,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,15,40,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,13,29,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,7,37,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,8,10,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,10,14,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,17,44,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,10,56,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,14,31,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,14,44,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,9,7,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,15,49,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,16,1,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,11,24,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,8,9,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,8,31,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,13,22,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,6,29,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,9,26,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,8,24,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,17,7,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,6,48,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,16,56,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,7,21,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,7,57,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,14,51,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,5,51,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,14,1,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,18,12,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,5,49,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,9,57,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,10,4,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,17,0,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,11,3,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,6,22,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,7,29,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,8,0,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,9,7,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,17,53,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,7,34,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,9,50,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,13,19,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,6,19,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,9,58,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,13,27,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,15,0,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,18,8,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,8,31,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,10,25,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,7,4,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,9,31,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,11,29,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,13,4,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,15,29,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,17,39,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,16,29,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,17,25,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,10,12,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,11,9,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,15,41,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,16,6,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,18,56,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,15,38,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,17,16,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,5,52,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,7,15,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,8,12,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,17,4,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,15,13,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,15,3,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,8,18,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,16,43,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,13,7,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,4,59,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,10,41,0.018761801,0.00978855,0.00837203
Morro_do_Diabo,Dasyprocta_azarae,14,34,0.018761801,0.00978855,0.00837203
Mata_Sao_Jose,Dasyprocta_azarae,17,19,4.565340042,0.948502004,0.865884006
Mata_Sao_Jose,Dasyprocta_azarae,17,44,4.565340042,0.948502004,0.865884006
Mata_Sao_Jose,Dasyprocta_azarae,18,0,4.565340042,0.948502004,0.865884006
Mata_Sao_Jose,Dasyprocta_azarae,7,28,4.565340042,0.948502004,0.865884006
Mata_Sao_Jose,Dasyprocta_azarae,8,8,4.565340042,0.948502004,0.865884006
Mata_Sao_Jose,Dasyprocta_azarae,16,36,4.565340042,0.948502004,0.865884006
Mata_Sao_Jose,Dasyprocta_azarae,11,46,4.565340042,0.948502004,0.865884006
Mata_Sao_Jose,Dasyprocta_azarae,11,30,4.565340042,0.948502004,0.865884006
Mata_Sao_Jose,Dasyprocta_azarae,20,1,4.565340042,0.948502004,0.865884006
Mata_Sao_Jose,Dasyprocta_azarae,18,20,4.565340042,0.948502004,0.865884006
Mata_Sao_Jose,Dasyprocta_azarae,6,45,4.565340042,0.948502004,0.865884006
Mata_Sao_Jose,Dasyprocta_azarae,7,1,4.565340042,0.948502004,0.865884006
Mata_Sao_Jose,Dasyprocta_azarae,7,4,4.565340042,0.948502004,0.865884006
Mata_Sao_Jose,Dasyprocta_azarae,16,17,4.565340042,0.948502004,0.865884006
Mata_Sao_Jose,Dasyprocta_azarae,7,32,4.565340042,0.948502004,0.865884006
Mata_Sao_Jose,Dasyprocta_azarae,12,10,4.565340042,0.948502004,0.865884006
Mata_Sao_Jose,Dasyprocta_azarae,19,11,4.565340042,0.948502004,0.865884006
Mata_Sao_Jose,Dasyprocta_azarae,5,57,4.565340042,0.948502004,0.865884006
Mata_Sao_Jose,Dasyprocta_azarae,11,54,4.565340042,0.948502004,0.865884006
Mata_Sao_Jose,Dasyprocta_azarae,17,50,4.565340042,0.948502004,0.865884006
Mata_Sao_Jose,Dasyprocta_azarae,18,3,4.565340042,0.948502004,0.865884006
Mata_Sao_Jose,Dasyprocta_azarae,8,1,4.565340042,0.948502004,0.865884006
Mata_Sao_Jose,Dasyprocta_azarae,7,39,4.565340042,0.948502004,0.865884006
Mata_Sao_Jose,Dasyprocta_azarae,17,5,4.565340042,0.948502004,0.865884006
Mata_Sao_Jose,Dasyprocta_azarae,2,24,4.565340042,0.948502004,0.865884006
Mata_Sao_Jose,Dasyprocta_azarae,10,14,4.565340042,0.948502004,0.865884006
Mata_Sao_Jose,Dasyprocta_azarae,10,7,4.565340042,0.948502004,0.865884006
Mata_Sao_Jose,Dasyprocta_azarae,13,30,4.565340042,0.948502004,0.865884006
Mata_Sao_Jose,Dasyprocta_azarae,15,15,4.565340042,0.948502004,0.865884006
Mata_Sao_Jose,Dasyprocta_azarae,8,47,4.565340042,0.948502004,0.865884006
Mata_Sao_Jose,Dasyprocta_azarae,7,16,4.565340042,0.948502004,0.865884006
Mata_Sao_Jose,Dasyprocta_azarae,13,57,4.565340042,0.948502004,0.865884006
Mata_Sao_Jose,Dasyprocta_azarae,16,5,4.565340042,0.948502004,0.865884006
Mata_Sao_Jose,Dasyprocta_azarae,16,9,4.565340042,0.948502004,0.865884006
Mata_Sao_Jose,Dasyprocta_azarae,15,6,4.565340042,0.948502004,0.865884006
Mata_Sao_Jose,Dasyprocta_azarae,18,52,4.565340042,0.948502004,0.865884006
Mata_Sao_Jose,Dasyprocta_azarae,17,44,4.565340042,0.948502004,0.865884006
Mata_Sao_Jose,Dasyprocta_azarae,18,4,4.565340042,0.948502004,0.865884006
Mata_Sao_Jose,Dasyprocta_azarae,23,4,4.565340042,0.948502004,0.865884006
Mata_Sao_Jose,Dasyprocta_azarae,0,0,4.565340042,0.948502004,0.865884006
Mata_Sao_Jose,Dasyprocta_azarae,6,20,4.565340042,0.948502004,0.865884006
Mata_Sao_Jose,Dasyprocta_azarae,7,2,4.565340042,0.948502004,0.865884006
Mata_Sao_Jose,Dasyprocta_azarae,16,59,4.565340042,0.948502004,0.865884006
Mata_Sao_Jose,Dasyprocta_azarae,17,32,4.565340042,0.948502004,0.865884006
Mata_Sao_Jose,Dasyprocta_azarae,18,3,4.565340042,0.948502004,0.865884006
Mata_Sao_Jose,Dasyprocta_azarae,9,41,4.565340042,0.948502004,0.865884006
Mata_Sao_Jose,Dasyprocta_azarae,18,13,4.565340042,0.948502004,0.865884006
Mata_Sao_Jose,Dasyprocta_azarae,8,35,4.565340042,0.948502004,0.865884006
Mata_Sao_Jose,Dasyprocta_azarae,14,55,4.565340042,0.948502004,0.865884006
Mata_Sao_Jose,Dasyprocta_azarae,15,20,4.565340042,0.948502004,0.865884006
Mata_Sao_Jose,Dasyprocta_azarae,18,23,4.565340042,0.948502004,0.865884006
Mata_Sao_Jose,Dasyprocta_azarae,9,27,4.565340042,0.948502004,0.865884006
