Site	UnPlot	UniquePair	Treatment	Time	RealTime	jaccdist	Heucdist	Abund	Estar	Hstar	Dstar	Adpalms
ITA	ITAclosed10	ITA10	closed	54	57	0,428718339	0,526510405	17	0,347282566	1,126130722	3,183173626	5
ITA	ITAopen10	ITA10	open	54	57	0,644122505	0,565249263	2	0,816023395	0,691168686	2,700418534	5
ITA	ITAclosed12	ITA12	closed	54	57	0,644029927	0,441890594	3	NA	NA	NA	21
ITA	ITAopen12	ITA12	open	54	57	0,640861236	0,767313959	5	0,576366925	0,931862568	3,040046756	21
ITA	ITAclosed14	ITA14	closed	54	57	0,758168096	1,069182372	91	0,123543378	0,946668621	2,432449383	5
ITA	ITAopen14	ITA14	open	54	57	0,737276992	1,048479473	39	0,184793595	1,016046442	2,628271939	5
ITA	ITAclosed15	ITA15	closed	54	57	0,538061738	0,474794819	48	0,23367808	1,238028339	3,292307126	8
ITA	ITAopen15	ITA15	open	54	57	0,451555899	0,568684639	10	0,310107645	0,813815923	2,328702828	8
ITA	ITAclosed2	ITA2	closed	54	57	0,632215853	0,880576454	26	0,396704354	1,351146517	4,165596005	11
ITA	ITAopen2	ITA2	open	54	57	0,496998227	0,617939652	16	0,480562067	1,178204526	3,882098882	11
ITA	ITAclosed4	ITA4	closed	54	57	0,506083119	0,500427337	43	0,312226039	1,302286051	3,774501791	6
ITA	ITAopen4	ITA4	open	54	57	0,60079459	0,719365671	10	0,541087822	1,149856641	3,855860066	6
ITA	ITAclosed6	ITA6	closed	54	57	0,48003372	0,575519748	23	0,33081108	1,169112606	3,317060972	14
ITA	ITAopen6	ITA6	open	54	57	0,502384897	0,626460657	19	0,319283266	1,097438714	3,055147866	14
ITA	ITAclosed8	ITA8	closed	54	57	0,421236227	0,486936486	14	0,37132504	1,019430083	2,967024023	12
ITA	ITAopen8	ITA8	open	54	57	0,554310474	0,710687829	10	0,451878503	1,010215719	3,103773677	12
ITA	ITAclosed1	ITA1	closed	60	61	0,465511153	0,59533513	22	0,459194048	1,360837526	4,497545587	20
ITA	ITAopen1	ITA1	open	60	61	0,376618492	0,410569838	13	0,459865042	1,250513933	3,856052022	20
ITA	ITAclosed10	ITA10	closed	60	61	0,425710977	0,476703564	23	0,286527602	1,090592301	2,981484428	5
ITA	ITAopen10	ITA10	open	60	61	0,571597978	0,493214159	3	0,6600139	0,754552201	2,644135772	5
ITA	ITAclosed12	ITA12	closed	60	61	0,673386342	0,426063327	3	NA	NA	NA	21
ITA	ITAopen12	ITA12	open	60	61	0,653404049	0,773243909	5	0,576366925	0,931862568	3,040046756	21
ITA	ITAclosed14	ITA14	closed	60	61	0,777450379	1,108466842	98	0,106341665	0,938498506	2,379666655	5
ITA	ITAopen14	ITA14	open	60	61	0,723668475	1,025310722	40	0,195875123	1,038492777	2,706059271	5
ITA	ITAclosed15	ITA15	closed	60	61	0,49860337	0,46005205	50	0,240010677	1,236170621	3,323695114	8
ITA	ITAopen15	ITA15	open	60	61	0,42474791	0,532907173	9	0,331219907	0,813436959	2,349954658	8
ITA	ITAclosed2	ITA2	closed	60	61	0,57173189	0,798566096	30	0,383916925	1,403542803	4,315588912	11
ITA	ITAopen2	ITA2	open	60	61	0,504713832	0,530446115	21	0,382475431	1,197249222	3,573013505	11
ITA	ITAclosed4	ITA4	closed	60	61	0,486191765	0,478092003	47	0,293072102	1,286033958	3,665370728	6
ITA	ITAopen4	ITA4	open	60	61	0,607164522	0,745423005	10	0,541087822	1,149856641	3,855860066	6
ITA	ITAclosed6	ITA6	closed	60	61	0,488638404	0,604083472	25	0,353149948	1,164992873	3,423044703	14
ITA	ITAopen6	ITA6	open	60	61	0,494280234	0,590996287	19	0,319052773	1,102639926	3,065698584	14
ITA	ITAclosed8	ITA8	closed	60	61	0,416749778	0,46124283	15	0,356395431	1,016339881	2,932555708	12
ITA	ITAopen8	ITA8	open	60	61	0,548438013	0,705710621	10	0,451878503	1,010215719	3,103773677	12
ITA	ITAclosed1	ITA1	closed	66	69	0,418796247	0,559905694	25	0,430757207	1,383172242	4,454696281	20
ITA	ITAopen1	ITA1	open	66	69	0,393983693	0,400236041	14	0,437089136	1,246418587	3,771833704	20
ITA	ITAclosed10	ITA10	closed	66	69	0,409775363	0,489502952	21	0,303689502	1,101989717	3,039727223	5
ITA	ITAopen10	ITA10	open	66	69	0,359231148	0,391612817	5	0,478524108	0,803784725	2,497216666	5
ITA	ITAclosed12	ITA12	closed	66	69	0,680530815	0,418503344	3	NA	NA	NA	21
ITA	ITAopen12	ITA12	open	66	69	0,509767446	0,607403639	6	0,573190782	0,929240897	3,127950683	21
ITA	ITAclosed14	ITA14	closed	66	69	0,767658952	1,076109471	48	0,176196239	0,976266578	2,55742034	5
ITA	ITAopen14	ITA14	open	66	69	0,758352028	1,039426837	21	0,283288317	1,077643954	2,921877766	5
ITA	ITAclosed15	ITA15	closed	66	69	0,515201176	0,461851969	48	0,246294334	1,2436784	3,357409475	8
ITA	ITAopen15	ITA15	open	66	69	0,351079359	0,429214626	6	NA	NA	NA	8
ITA	ITAclosed2	ITA2	closed	66	69	0,547838911	0,76371131	28	0,367240399	1,440031688	4,279197292	11
ITA	ITAopen2	ITA2	open	66	69	0,525159004	0,548580583	19	0,409172018	1,200813622	3,665490945	11
ITA	ITAclosed4	ITA4	closed	66	69	0,444388833	0,37692058	32	0,264372169	1,194341167	3,212941232	6
