Site	UnPlot	UniquePair	Treatment	Time	RealTime	jaccdist	Heucdist	Abund	Estar	Hstar	Dstar	Adpalms
CAR	CARopen14	CAR14	open	42	41	0,583218771	0,683511553	17	0,822261123	1,316987326	4,65405374	2
CAR	CARclosed15	CAR15	closed	42	41	0,584496694	0,721339344	67	0,415668344	0,794762103	2,547225492	6
CAR	CARopen15	CAR15	open	42	41	0,634334058	0,851439116	25	0,685081436	1,282653945	4,630514923	6
CAR	CARclosed2	CAR2	closed	42	41	0,680759752	1,002189329	49	0,866474111	2,733807708	12,5802073	5
CAR	CARopen2	CAR2	open	42	41	0,63893975	0,860865741	52	0,631431855	1,370786573	5,173320382	5
CAR	CARclosed3	CAR3	closed	42	41	0,637360678	0,802645971	39	0,665015982	1,409370376	5,466434725	4
CAR	CARopen3	CAR3	open	42	41	0,462118063	0,548760888	19	0,656423474	1,098847583	3,873590259	4
CAR	CARclosed4	CAR4	closed	42	41	0,697364184	0,966769543	77	0,421540582	0,86904166	2,823942118	1
CAR	CARopen4	CAR4	open	42	41	0,702359585	1,028920488	40	0,585983368	1,831344466	5,964597643	1
CAR	CARclosed5	CAR5	closed	42	41	0,696360469	0,937112043	68	0,18371857	0,235055971	1,294390299	7
CAR	CARopen5	CAR5	open	42	41	0,511450446	0,693833941	48	0,565869813	1,197183835	3,829099153	7
CAR	CARclosed8	CAR8	closed	42	41	0,599306589	0,72758981	99	0,456219102	1,404901015	4,799394443	9
CAR	CARopen8	CAR8	open	42	41	0,640804145	0,77603754	51	0,350213758	0,571502442	1,956000283	9
CAR	CARclosed9	CAR9	closed	42	41	0,569738355	0,600713777	73	0,340438529	0,873736858	2,658998988	16
CAR	CARopen9	CAR9	open	42	41	0,575371552	0,598284773	48	0,243294454	0,271290498	1,359646934	16
CAR	CARclosed1	CAR1	closed	48	49	0,531855068	0,65523283	31	0,519880052	0,926722541	3,157635672	5
CAR	CARopen1	CAR1	open	48	49	0,636897552	0,743827677	22	NA	NA	NA	5
CAR	CARclosed10	CAR10	closed	48	49	0,570845356	0,628536766	74	0,335440725	0,632871792	2,08887083	7
CAR	CARopen10	CAR10	open	48	49	0,505503009	0,587193515	23	0,212023658	0,141664507	1,17184695	7
CAR	CARclosed11	CAR11	closed	48	49	0,548632285	0,663657035	41	0,621492373	1,17130359	4,228638775	6
CAR	CARopen11	CAR11	open	48	49	0,495076873	0,567646424	36	0,490432622	0,977607708	3,144758072	6
CAR	CARclosed12	CAR12	closed	48	49	0,541567767	0,637109446	28	0,592277191	1,334478612	4,296719384	7
CAR	CARopen12	CAR12	open	48	49	0,534257642	0,60554365	20	0,702092719	1,255732278	4,21824725	7
CAR	CARclosed14	CAR14	closed	48	49	0,6499508	0,933591359	28	0,849563785	1,970826626	8,070962873	2
CAR	CARopen14	CAR14	open	48	49	0,621868512	0,756768361	15	0,89405874	1,204795065	4,675852251	2
CAR	CARclosed15	CAR15	closed	48	49	0,606001912	0,742059296	64	0,390958571	0,643288421	2,16186321	6
CAR	CARopen15	CAR15	open	48	49	0,632540989	0,85994297	27	0,651789277	1,390531005	4,746118356	6
CAR	CARclosed2	CAR2	closed	48	49	0,696177299	1,014313348	55	0,836443991	2,295497175	9,679647567	5
CAR	CARopen2	CAR2	open	48	49	0,655411496	0,894536516	53	0,614480597	1,143501688	4,156682371	5
CAR	CARclosed3	CAR3	closed	48	49	0,66123237	0,851015713	42	0,635740525	1,301314071	4,855874945	4
CAR	CARopen3	CAR3	open	48	49	0,492292486	0,572553034	21	0,69009922	1,206669528	4,210490753	4
CAR	CARclosed4	CAR4	closed	48	49	0,708042183	1,031009878	77	0,389166921	0,747873637	2,429738255	1
CAR	CARopen4	CAR4	open	48	49	0,689502376	1,013997978	39	0,625151855	1,879369165	6,253854227	1
CAR	CARclosed5	CAR5	closed	48	49	0,692729569	0,930289717	67	0,187480612	0,240183116	1,30235319	7
CAR	CARopen5	CAR5	open	48	49	0,537013835	0,709826406	49	0,621569448	1,20962102	4,017384906	7
