ID,Study_Location_new,Study.reference,Frug_Family,Frugivore_Species,Frugivore_Species2,Frug_Body_Mass,Plant_family,Plant_Species,Plant_Species2,interaction,seed_diameter,Type.of.Interaction,Plant_genus,Plant_specific.epiteth,Plant_origin,Plant_Form,fruit_diameter,fruit_length,seed_length,Fruit_color,Lipid_Score,Plants_IUCN,Frug_Class,Frug_Order,Frug_Genus,Frug_Epitetus,Frug_Group,Frug_Body_Mass.1,Frug_Mean_Gape_Size,Frugivory_score,Frug_Migration_status,Frug_IUCN,Frug_Population_Trend,Study_Location,Latitude,Longitude,Precision,Doi.Link,Study_Method
7975,PE Intervales,Wesley S et al 2002,Trogonidae,Trogon viridis,Trogon_viridis,89.7,Rosaceae,Rubus rosifolius,Rubus_rosifolius,Trogon viridisRubus rosifolius,NA,Mutualistic,Rubus,rosifolius,native,scrub,NA,NA,NA,red,1,NE,Aves,Trogoniformes,Trogon,viridis,Large birds,89.7,20.49,2,RES,LC,Stable,PE Intervales,-24.265278,-48.406944,preciso,10.1079/9780851995250.0423,Network study
7976,PE Intervales,Wesley S et al 2002,Thraupidae,Tachyphonus coronatus,Tachyphonus_coronatus,29.3,Rosaceae,Rubus urticifolius,Rubus_urticifolius,Tachyphonus coronatusRubus urticifolius,NA,Mutualistic,Rubus,urticifolius,native,scrub,NA,NA,NA,black,1,NE,Aves,Passeriformes,Tachyphonus,coronatus,Small birds,29.3,8.42,2,RES,LC,Stable,PE Intervales,-24.265278,-48.406944,preciso,10.1079/9780851995250.0423,Network study
7977,PE Intervales,Wesley S et al 2002,Cotingidae,Carpornis cucullata,Carpornis_cucullata,74.2,Rosaceae,Rubus urticifolius,Rubus_urticifolius,Carpornis cucullataRubus urticifolius,NA,Mutualistic,Rubus,urticifolius,native,scrub,NA,NA,NA,black,1,NE,Aves,Passeriformes,Carpornis,cucullata,Large birds,74.2,14.98,3,RES,NT,Decreasing,PE Intervales,-24.265278,-48.406944,preciso,10.1079/9780851995250.0423,Network study
7978,PE Intervales,Wesley S et al 2002,Thraupidae,Thraupis cyanoptera,Thraupis_cyanoptera,43.3,Rosaceae,Rubus urticifolius,Rubus_urticifolius,Thraupis cyanopteraRubus urticifolius,NA,Mutualistic,Rubus,urticifolius,native,scrub,NA,NA,NA,black,1,NE,Aves,Passeriformes,Thraupis,cyanoptera,Small birds,43.3,7.58,2,NA,LC,Stable,PE Intervales,-24.265278,-48.406944,preciso,10.1079/9780851995250.0423,Network study
7979,PE Intervales,Wesley S et al 2002,Thraupidae,Stephanophorus diadematus,Stephanophorus_diadematus,35.4,Rosaceae,Rubus urticifolius,Rubus_urticifolius,Stephanophorus diadematusRubus urticifolius,NA,Mutualistic,Rubus,urticifolius,native,scrub,NA,NA,NA,black,1,NE,Aves,Passeriformes,Stephanophorus,diadematus,Small birds,35.4,6,2,RES,LC,Stable,PE Intervales,-24.265278,-48.406944,preciso,10.1079/9780851995250.0423,Network study
7981,PE Intervales,Wesley S et al 2002,Thraupidae,Trichothraupis melanops,Trichothraupis_melanops,24.3,Rosaceae,Rubus urticifolius,Rubus_urticifolius,Trichothraupis melanopsRubus urticifolius,NA,Mutualistic,Rubus,urticifolius,native,scrub,NA,NA,NA,black,1,NE,Aves,Passeriformes,Trichothraupis,melanops,Small birds,24.3,8.53,2,RES,LC,Stable,PE Intervales,-24.265278,-48.406944,preciso,10.1079/9780851995250.0423,Network study
7982,PE Intervales,Wesley S et al 2002,Cracidae,Penelope obscura,Penelope_obscura,1770,Rosaceae,Rubus urticifolius,Rubus_urticifolius,Penelope obscuraRubus urticifolius,NA,Mutualistic,Rubus,urticifolius,native,scrub,NA,NA,NA,black,1,NE,Aves,Craciformes,Penelope,obscura,Large birds,1770,22.35,3,RES,LC,Decreasing,PE Intervales,-24.265278,-48.406944,preciso,10.1079/9780851995250.0423,Network study
7983,PE Intervales,Wesley S et al 2002,Tyrannidae,Elaenia obscura,Elaenia_obscura,23.9,Rosaceae,Rubus urticifolius,Rubus_urticifolius,Elaenia obscuraRubus urticifolius,NA,Mutualistic,Rubus,urticifolius,native,scrub,NA,NA,NA,black,1,NE,Aves,Passeriformes,Elaenia,obscura,Small birds,23.9,10.58,2,RES,LC,Stable,PE Intervales,-24.265278,-48.406944,preciso,10.1079/9780851995250.0423,Network study
7984,PE Intervales,Wesley S et al 2002,Tyrannidae,Megarynchus pitangua,Megarynchus_pitangua,66.7,Rosaceae,Rubus urticifolius,Rubus_urticifolius,Megarynchus pitanguaRubus urticifolius,NA,Mutualistic,Rubus,urticifolius,native,scrub,NA,NA,NA,black,1,NE,Aves,Passeriformes,Megarynchus,pitangua,Small birds,66.7,17.81,1,RES,LC,Stable,PE Intervales,-24.265278,-48.406944,preciso,10.1079/9780851995250.0423,Network study
7985,PE Intervales,Wesley S et al 2002,Turdidae,Turdus rufiventris,Turdus_rufiventris,69.5,Rosaceae,Rubus urticifolius,Rubus_urticifolius,Turdus rufiventrisRubus urticifolius,NA,Mutualistic,Rubus,urticifolius,native,scrub,NA,NA,NA,black,1,NE,Aves,Passeriformes,Turdus,rufiventris,Small birds,69.5,13.25,2,RES,LC,Stable,PE Intervales,-24.265278,-48.406944,preciso,10.1079/9780851995250.0423,Network study
7986,PE Intervales,Wesley S et al 2002,Trogonidae,Trogon viridis,Trogon_viridis,89.7,Rosaceae,Rubus urticifolius,Rubus_urticifolius,Trogon viridisRubus urticifolius,NA,Mutualistic,Rubus,urticifolius,native,scrub,NA,NA,NA,black,1,NE,Aves,Trogoniformes,Trogon,viridis,Large birds,89.7,20.49,2,RES,LC,Stable,PE Intervales,-24.265278,-48.406944,preciso,10.1079/9780851995250.0423,Network study
7987,PE Intervales,Wesley S et al 2002,Turdidae,Turdus albicollis,Turdus_albicollis,54,Rubiaceae,Rudgea jasminoides,Rudgea_jasminoides,Turdus albicollisRudgea jasminoides,NA,Mutualistic,Rudgea,jasminoides,native,tree,9.4,9.6,NA,black,1,NE,Aves,Passeriformes,Turdus,albicollis,Small birds,54,11.15,2,RES,LC,Stable,PE Intervales,-24.265278,-48.406944,preciso,10.1079/9780851995250.0423,Network study
7988,PE Intervales,Wesley S et al 2002,Pipridae,Chiroxiphia caudata,Chiroxiphia_caudata,25.6,Rubiaceae,Rudgea jasminoides,Rudgea_jasminoides,Chiroxiphia caudataRudgea jasminoides,NA,Mutualistic,Rudgea,jasminoides,native,tree,9.4,9.6,NA,black,1,NE,Aves,Passeriformes,Chiroxiphia,caudata,Small birds,25.6,9.5,3,RES,LC,Stable,PE Intervales,-24.265278,-48.406944,preciso,10.1079/9780851995250.0423,Network study
7989,PE Intervales,Wesley S et al 2002,Thraupidae,Orthogonys chloricterus,Orthogonys_chloricterus,16,Rubiaceae,Rudgea jasminoides,Rudgea_jasminoides,Orthogonys chloricterusRudgea jasminoides,NA,Mutualistic,Rudgea,jasminoides,native,tree,9.4,9.6,NA,black,1,NE,Aves,Passeriformes,Orthogonys,chloricterus,Small birds,16,6.82,2,RES,LC,Decreasing,PE Intervales,-24.265278,-48.406944,preciso,10.1079/9780851995250.0423,Network study
7990,PE Intervales,Wesley S et al 2002,Cotingidae,Carpornis cucullata,Carpornis_cucullata,74.2,Rubiaceae,Rudgea jasminoides,Rudgea_jasminoides,Carpornis cucullataRudgea jasminoides,NA,Mutualistic,Rudgea,jasminoides,native,tree,9.4,9.6,NA,black,1,NE,Aves,Passeriformes,Carpornis,cucullata,Large birds,74.2,14.98,3,RES,NT,Decreasing,PE Intervales,-24.265278,-48.406944,preciso,10.1079/9780851995250.0423,Network study
7991,PE Intervales,Wesley S et al 2002,Ramphastidae,Selenidera maculirostris,Selenidera_maculirostris,164,Rubiaceae,Rudgea jasminoides,Rudgea_jasminoides,Selenidera maculirostrisRudgea jasminoides,NA,Mutualistic,Rudgea,jasminoides,native,tree,9.4,9.6,NA,black,1,NE,Aves,Piciformes,Selenidera,maculirostris,Large birds,164,25.04,3,RES,LC,Decreasing,PE Intervales,-24.265278,-48.406944,preciso,10.1079/9780851995250.0423,Network study
7992,PE Intervales,Wesley S et al 2002,Cotingidae,Tityra cayana,Tityra_cayana,68.1,Euphorbiaceae,Sapium glandulosum,Sapium_glandulosum,Tityra cayanaSapium glandulosum,5,Mutualistic,Sapium,glandulosum,native,tree,6,6.7,5,red,3,NE,Aves,Passeriformes,Tityra,cayana,Small birds,68.1,16.57,2,AM,LC,Decreasing,PE Intervales,-24.265278,-48.406944,preciso,10.1079/9780851995250.0423,Network study
7993,PE Intervales,Wesley S et al 2002,Vireonidae,Vireo olivaceus,Vireo_olivaceus,16.17,Euphorbiaceae,Sapium glandulosum,Sapium_glandulosum,Vireo olivaceusSapium glandulosum,5,Mutualistic,Sapium,glandulosum,native,tree,6,6.7,5,red,3,NE,Aves,Passeriformes,Vireo,olivaceus,Small birds,16.17,6.76,2,AM,LC,Increasing,PE Intervales,-24.265278,-48.406944,preciso,10.1079/9780851995250.0423,Network study
7994,PE Intervales,Wesley S et al 2002,Turdidae,Turdus flavipes,Turdus_flavipes,65.33,Euphorbiaceae,Sapium glandulosum,Sapium_glandulosum,Turdus flavipesSapium glandulosum,5,Mutualistic,Sapium,glandulosum,native,tree,6,6.7,5,red,3,NE,Aves,Passeriformes,Turdus,flavipes,Small birds,65.33,12.25,3,MIG,LC,Stable,PE Intervales,-24.265278,-48.406944,preciso,10.1079/9780851995250.0423,Network study
7995,PE Intervales,Wesley S et al 2002,Tyrannidae,Myiodynastes maculatus,Myiodynastes_maculatus,43.2,Euphorbiaceae,Sapium glandulosum,Sapium_glandulosum,Myiodynastes maculatusSapium glandulosum,5,Mutualistic,Sapium,glandulosum,native,tree,6,6.7,5,red,3,NE,Aves,Passeriformes,Myiodynastes,maculatus,Small birds,43.2,14.61,1,MIG,LC,Stable,PE Intervales,-24.265278,-48.406944,preciso,10.1079/9780851995250.0423,Network study
7996,PE Intervales,Wesley S et al 2002,Tyrannidae,Tyrannus melancholicus,Tyrannus_melancholicus,37.4,Euphorbiaceae,Sapium glandulosum,Sapium_glandulosum,Tyrannus melancholicusSapium glandulosum,5,Mutualistic,Sapium,glandulosum,native,tree,6,6.7,5,red,3,NE,Aves,Passeriformes,Tyrannus,melancholicus,Small birds,37.4,11.36,1,MIG,LC,Increasing,PE Intervales,-24.265278,-48.406944,preciso,10.1079/9780851995250.0423,Network study
7997,PE Intervales,Wesley S et al 2002,Turdidae,Turdus rufiventris,Turdus_rufiventris,69.5,Euphorbiaceae,Sapium glandulosum,Sapium_glandulosum,Turdus rufiventrisSapium glandulosum,5,Mutualistic,Sapium,glandulosum,native,tree,6,6.7,5,red,3,NE,Aves,Passeriformes,Turdus,rufiventris,Small birds,69.5,13.25,2,RES,LC,Stable,PE Intervales,-24.265278,-48.406944,preciso,10.1079/9780851995250.0423,Network study
7998,PE Intervales,Wesley S et al 2002,Tyrannidae,Pitangus sulphuratus,Pitangus_sulphuratus,63.33,Euphorbiaceae,Sapium glandulosum,Sapium_glandulosum,Pitangus sulphuratusSapium glandulosum,5,Mutualistic,Sapium,glandulosum,native,tree,6,6.7,5,red,3,NE,Aves,Passeriformes,Pitangus,sulphuratus,Small birds,63.33,13.89,2,RES,LC,Increasing,PE Intervales,-24.265278,-48.406944,preciso,10.1079/9780851995250.0423,Network study
7999,PE Intervales,Wesley S et al 2002,Trogonidae,Trogon surrucura,Trogon_surrucura,73.3,Euphorbiaceae,Sapium glandulosum,Sapium_glandulosum,Trogon surrucuraSapium glandulosum,5,Mutualistic,Sapium,glandulosum,native,tree,6,6.7,5,red,3,NE,Aves,Trogoniformes,Trogon,surrucura,Large birds,73.3,17.52,2,RES,LC,Decreasing,PE Intervales,-24.265278,-48.406944,preciso,10.1079/9780851995250.0423,Network study
8000,PE Intervales,Wesley S et al 2002,Tyrannidae,Myiarchus swainsoni,Myiarchus_swainsoni,25.1,Euphorbiaceae,Sapium glandulosum,Sapium_glandulosum,Myiarchus swainsoniSapium glandulosum,5,Mutualistic,Sapium,glandulosum,native,tree,6,6.7,5,red,3,NE,Aves,Passeriformes,Myiarchus,swainsoni,Small birds,25.1,8.77,1,RES,LC,Stable,PE Intervales,-24.265278,-48.406944,preciso,10.1079/9780851995250.0423,Network study
8001,PE Intervales,Wesley S et al 2002,Tyrannidae,Empidonomus varius,Empidonomus_varius,27.1,Euphorbiaceae,Sapium glandulosum,Sapium_glandulosum,Empidonomus variusSapium glandulosum,5,Mutualistic,Sapium,glandulosum,native,tree,6,6.7,5,red,3,NE,Aves,Passeriformes,Empidonomus,varius,Small birds,27.1,9.91,1,MIG,LC,Stable,PE Intervales,-24.265278,-48.406944,preciso,10.1079/9780851995250.0423,Network study
8002,PE Intervales,Wesley S et al 2002,Pipridae,Chiroxiphia caudata,Chiroxiphia_caudata,25.6,Anacardiaceae,Schinus terebinthifolia,Schinus_terebinthifolia,Chiroxiphia caudataSchinus terebinthifolia,3.5,Mutualistic,Schinus,terebinthifolia,native,tree,6,6,3.5,red,2,NE,Aves,Passeriformes,Chiroxiphia,caudata,Small birds,25.6,9.5,3,RES,LC,Stable,PE Intervales,-24.265278,-48.406944,preciso,10.1079/9780851995250.0423,Network study
8003,PE Intervales,Wesley S et al 2002,Thraupidae,Dacnis cayana,Dacnis_cayana,13,Anacardiaceae,Schinus terebinthifolia,Schinus_terebinthifolia,Dacnis cayanaSchinus terebinthifolia,3.5,Mutualistic,Schinus,terebinthifolia,native,tree,6,6,3.5,red,2,NE,Aves,Passeriformes,Dacnis,cayana,Small birds,13,5.25,2,RES,LC,Stable,PE Intervales,-24.265278,-48.406944,preciso,10.1079/9780851995250.0423,Network study
8004,PE Intervales,Wesley S et al 2002,Thraupidae,Tachyphonus coronatus,Tachyphonus_coronatus,29.3,Anacardiaceae,Schinus terebinthifolia,Schinus_terebinthifolia,Tachyphonus coronatusSchinus terebinthifolia,3.5,Mutualistic,Schinus,terebinthifolia,native,tree,6,6,3.5,red,2,NE,Aves,Passeriformes,Tachyphonus,coronatus,Small birds,29.3,8.42,2,RES,LC,Stable,PE Intervales,-24.265278,-48.406944,preciso,10.1079/9780851995250.0423,Network study
8005,PE Intervales,Wesley S et al 2002,Thraupidae,Thraupis cyanoptera,Thraupis_cyanoptera,43.3,Anacardiaceae,Schinus terebinthifolia,Schinus_terebinthifolia,Thraupis cyanopteraSchinus terebinthifolia,3.5,Mutualistic,Schinus,terebinthifolia,native,tree,6,6,3.5,red,2,NE,Aves,Passeriformes,Thraupis,cyanoptera,Small birds,43.3,7.58,2,NA,LC,Stable,PE Intervales,-24.265278,-48.406944,preciso,10.1079/9780851995250.0423,Network study
8006,PE Intervales,Wesley S et al 2002,Thraupidae,Stephanophorus diadematus,Stephanophorus_diadematus,35.4,Anacardiaceae,Schinus terebinthifolia,Schinus_terebinthifolia,Stephanophorus diadematusSchinus terebinthifolia,3.5,Mutualistic,Schinus,terebinthifolia,native,tree,6,6,3.5,red,2,NE,Aves,Passeriformes,Stephanophorus,diadematus,Small birds,35.4,6,2,RES,LC,Stable,PE Intervales,-24.265278,-48.406944,preciso,10.1079/9780851995250.0423,Network study
8007,PE Intervales,Wesley S et al 2002,Tyrannidae,Elaenia flavogaster,Elaenia_flavogaster,24.8,Anacardiaceae,Schinus terebinthifolia,Schinus_terebinthifolia,Elaenia flavogasterSchinus terebinthifolia,3.5,Mutualistic,Schinus,terebinthifolia,native,tree,6,6,3.5,red,2,NE,Aves,Passeriformes,Elaenia,flavogaster,Small birds,24.8,8.35,2,RES,LC,Stable,PE Intervales,-24.265278,-48.406944,preciso,10.1079/9780851995250.0423,Network study
8008,PE Intervales,Wesley S et al 2002,Thraupidae,Cissopis leverianus,Cissopis_leverianus,76,Anacardiaceae,Schinus terebinthifolia,Schinus_terebinthifolia,Cissopis leverianusSchinus terebinthifolia,3.5,Mutualistic,Schinus,terebinthifolia,native,tree,6,6,3.5,red,2,NE,Aves,Passeriformes,Cissopis,leverianus,Small birds,76,8,2,RES,LC,Stable,PE Intervales,-24.265278,-48.406944,preciso,10.1079/9780851995250.0423,Network study
8009,PE Intervales,Wesley S et al 2002,Thraupidae,Trichothraupis melanops,Trichothraupis_melanops,24.3,Anacardiaceae,Schinus terebinthifolia,Schinus_terebinthifolia,Trichothraupis melanopsSchinus terebinthifolia,3.5,Mutualistic,Schinus,terebinthifolia,native,tree,6,6,3.5,red,2,NE,Aves,Passeriformes,Trichothraupis,melanops,Small birds,24.3,8.53,2,RES,LC,Stable,PE Intervales,-24.265278,-48.406944,preciso,10.1079/9780851995250.0423,Network study
8010,PE Intervales,Wesley S et al 2002,Tyrannidae,Elaenia obscura,Elaenia_obscura,23.9,Anacardiaceae,Schinus terebinthifolia,Schinus_terebinthifolia,Elaenia obscuraSchinus terebinthifolia,3.5,Mutualistic,Schinus,terebinthifolia,native,tree,6,6,3.5,red,2,NE,Aves,Passeriformes,Elaenia,obscura,Small birds,23.9,10.58,2,RES,LC,Stable,PE Intervales,-24.265278,-48.406944,preciso,10.1079/9780851995250.0423,Network study
8011,PE Intervales,Wesley S et al 2002,Thraupidae,Thraupis ornata,Thraupis_ornata,33,Anacardiaceae,Schinus terebinthifolia,Schinus_terebinthifolia,Thraupis ornataSchinus terebinthifolia,3.5,Mutualistic,Schinus,terebinthifolia,native,tree,6,6,3.5,red,2,NE,Aves,Passeriformes,Thraupis,ornata,Small birds,33,6.52,2,RES,LC,Stable,PE Intervales,-24.265278,-48.406944,preciso,10.1079/9780851995250.0423,Network study
8012,PE Intervales,Wesley S et al 2002,Thraupidae,Tangara peruviana,Tangara_peruviana,22.2,Anacardiaceae,Schinus terebinthifolia,Schinus_terebinthifolia,Tangara peruvianaSchinus terebinthifolia,3.5,Mutualistic,Schinus,terebinthifolia,native,tree,6,6,3.5,red,2,NE,Aves,Passeriformes,Tangara,peruviana,Small birds,22.2,NA,2,MIG,VU,Decreasing,PE Intervales,-24.265278,-48.406944,preciso,10.1079/9780851995250.0423,Network study
8013,PE Intervales,Wesley S et al 2002,Turdidae,Turdus rufiventris,Turdus_rufiventris,69.5,Anacardiaceae,Schinus terebinthifolia,Schinus_terebinthifolia,Turdus rufiventrisSchinus terebinthifolia,3.5,Mutualistic,Schinus,terebinthifolia,native,tree,6,6,3.5,red,2,NE,Aves,Passeriformes,Turdus,rufiventris,Small birds,69.5,13.25,2,RES,LC,Stable,PE Intervales,-24.265278,-48.406944,preciso,10.1079/9780851995250.0423,Network study
8014,PE Intervales,Wesley S et al 2002,Mimidae,Mimus saturninus,Mimus_saturninus,63.7,Anacardiaceae,Schinus terebinthifolia,Schinus_terebinthifolia,Mimus saturninusSchinus terebinthifolia,3.5,Mutualistic,Schinus,terebinthifolia,native,tree,6,6,3.5,red,2,NE,Aves,Passeriformes,Mimus,saturninus,Small birds,63.7,12.73,1,RES,LC,Stable,PE Intervales,-24.265278,-48.406944,preciso,10.1079/9780851995250.0423,Network study
8015,PE Intervales,Wesley S et al 2002,Thraupidae,Thraupis sayaca,Thraupis_sayaca,32.5,Anacardiaceae,Schinus terebinthifolia,Schinus_terebinthifolia,Thraupis sayacaSchinus terebinthifolia,3.5,Mutualistic,Schinus,terebinthifolia,native,tree,6,6,3.5,red,2,NE,Aves,Passeriformes,Thraupis,sayaca,Small birds,32.5,8.92,3,RES,LC,Stable,PE Intervales,-24.265278,-48.406944,preciso,10.1079/9780851995250.0423,Network study
8016,PE Intervales,Wesley S et al 2002,Cotingidae,Carpornis cucullata,Carpornis_cucullata,74.2,Myrtaceae,Siphoneugena densiflora,Siphoneugena_densiflora,Carpornis cucullataSiphoneugena densiflora,5.3,Mutualistic,Siphoneugena,densiflora,native,tree,8,7.4,8,black,1,LC,Aves,Passeriformes,Carpornis,cucullata,Large birds,74.2,14.98,3,RES,NT,Decreasing,PE Intervales,-24.265278,-48.406944,preciso,10.1079/9780851995250.0423,Network study
8017,PE Intervales,Wesley S et al 2002,Ramphastidae,Selenidera maculirostris,Selenidera_maculirostris,164,Myrtaceae,Siphoneugena densiflora,Siphoneugena_densiflora,Selenidera maculirostrisSiphoneugena densiflora,5.3,Mutualistic,Siphoneugena,densiflora,native,tree,8,7.4,8,black,1,LC,Aves,Piciformes,Selenidera,maculirostris,Large birds,164,25.04,3,RES,LC,Decreasing,PE Intervales,-24.265278,-48.406944,preciso,10.1079/9780851995250.0423,Network study
8018,PE Intervales,Wesley S et al 2002,Thraupidae,Tangara seledon,Tangara_seledon,18.7,Myrtaceae,Siphoneugena densiflora,Siphoneugena_densiflora,Tangara seledonSiphoneugena densiflora,5.3,Mutualistic,Siphoneugena,densiflora,native,tree,8,7.4,8,black,1,LC,Aves,Passeriformes,Tangara,seledon,Small birds,18.7,6.12,2,RES,LC,Stable,PE Intervales,-24.265278,-48.406944,preciso,10.1079/9780851995250.0423,Network study
8019,PE Intervales,Wesley S et al 2002,Cotingidae,Carpornis cucullata,Carpornis_cucullata,74.2,Smilacaceae,Smilax elastica,Smilax_elastica,Carpornis cucullataSmilax elastica,NA,Mutualistic,Smilax,elastica,native,tree,NA,NA,NA,black,1,NE,Aves,Passeriformes,Carpornis,cucullata,Large birds,74.2,14.98,3,RES,NT,Decreasing,PE Intervales,-24.265278,-48.406944,preciso,10.1079/9780851995250.0423,Network study
8020,PE Intervales,Wesley S et al 2002,Pipridae,Chiroxiphia caudata,Chiroxiphia_caudata,25.6,Solanaceae,Solanum americanum,Solanum_americanum,Chiroxiphia caudataSolanum americanum,NA,Mutualistic,Solanum,americanum,native,tree,NA,NA,NA,green,1,NE,Aves,Passeriformes,Chiroxiphia,caudata,Small birds,25.6,9.5,3,RES,LC,Stable,PE Intervales,-24.265278,-48.406944,preciso,10.1079/9780851995250.0423,Network study
8021,PE Intervales,Wesley S et al 2002,Thraupidae,Trichothraupis melanops,Trichothraupis_melanops,24.3,Solanaceae,Solanum americanum,Solanum_americanum,Trichothraupis melanopsSolanum americanum,NA,Mutualistic,Solanum,americanum,native,tree,NA,NA,NA,green,1,NE,Aves,Passeriformes,Trichothraupis,melanops,Small birds,24.3,8.53,2,RES,LC,Stable,PE Intervales,-24.265278,-48.406944,preciso,10.1079/9780851995250.0423,Network study
8022,PE Intervales,Wesley S et al 2002,Cardinalidae,Saltator similis,Saltator_similis,43.3,Solanaceae,Solanum argenteum,Solanum_argenteum,Saltator similisSolanum argenteum,3,Mutualistic,Solanum,argenteum,native,tree,NA,NA,5.4,green,1,NE,Aves,Passeriformes,Saltator,similis,Small birds,43.3,11,2,RES,LC,Decreasing,PE Intervales,-24.265278,-48.406944,preciso,10.1079/9780851995250.0423,Network study
8023,PE Intervales,Wesley S et al 2002,Cracidae,Penelope obscura,Penelope_obscura,1770,Solanaceae,Solanum bullatum,Solanum_bullatum,Penelope obscuraSolanum bullatum,NA,Mutualistic,Solanum,bullatum,native,tree,4,NA,NA,green,1,LC,Aves,Craciformes,Penelope,obscura,Large birds,1770,22.35,3,RES,LC,Decreasing,PE Intervales,-24.265278,-48.406944,preciso,10.1079/9780851995250.0423,Network study
8024,PE Intervales,Wesley S et al 2002,Pipridae,Chiroxiphia caudata,Chiroxiphia_caudata,25.6,Solanaceae,Solanum inodorum,Solanum_inodorum,Chiroxiphia caudataSolanum inodorum,NA,Mutualistic,Solanum,inodorum,native,tree,NA,NA,NA,green,1,NE,Aves,Passeriformes,Chiroxiphia,caudata,Small birds,25.6,9.5,3,RES,LC,Stable,PE Intervales,-24.265278,-48.406944,preciso,10.1079/9780851995250.0423,Network study
8025,PE Intervales,Wesley S et al 2002,Thraupidae,Thraupis cyanoptera,Thraupis_cyanoptera,43.3,Solanaceae,Solanum inodorum,Solanum_inodorum,Thraupis cyanopteraSolanum inodorum,NA,Mutualistic,Solanum,inodorum,native,tree,NA,NA,NA,green,1,NE,Aves,Passeriformes,Thraupis,cyanoptera,Small birds,43.3,7.58,2,NA,LC,Stable,PE Intervales,-24.265278,-48.406944,preciso,10.1079/9780851995250.0423,Network study
8026,PE Intervales,Wesley S et al 2002,Thraupidae,Stephanophorus diadematus,Stephanophorus_diadematus,35.4,Solanaceae,Solanum inodorum,Solanum_inodorum,Stephanophorus diadematusSolanum inodorum,NA,Mutualistic,Solanum,inodorum,native,tree,NA,NA,NA,green,1,NE,Aves,Passeriformes,Stephanophorus,diadematus,Small birds,35.4,6,2,RES,LC,Stable,PE Intervales,-24.265278,-48.406944,preciso,10.1079/9780851995250.0423,Network study
8027,PE Intervales,Wesley S et al 2002,Turdidae,Turdus rufiventris,Turdus_rufiventris,69.5,Solanaceae,Solanum inodorum,Solanum_inodorum,Turdus rufiventrisSolanum inodorum,NA,Mutualistic,Solanum,inodorum,native,tree,NA,NA,NA,green,1,NE,Aves,Passeriformes,Turdus,rufiventris,Small birds,69.5,13.25,2,RES,LC,Stable,PE Intervales,-24.265278,-48.406944,preciso,10.1079/9780851995250.0423,Network study
8028,PE Intervales,Wesley S et al 2002,Cardinalidae,Saltator similis,Saltator_similis,43.3,Solanaceae,Solanum inodorum,Solanum_inodorum,Saltator similisSolanum inodorum,NA,Mutualistic,Solanum,inodorum,native,tree,NA,NA,NA,green,1,NE,Aves,Passeriformes,Saltator,similis,Small birds,43.3,11,2,RES,LC,Decreasing,PE Intervales,-24.265278,-48.406944,preciso,10.1079/9780851995250.0423,Network study
8029,PE Intervales,Wesley S et al 2002,Thraupidae,Stephanophorus diadematus,Stephanophorus_diadematus,35.4,Solanaceae,Solanum didymum,Solanum_didymum,Stephanophorus diadematusSolanum didymum,NA,Mutualistic,Solanum,didymum,native,scrub,6.3,7.6,NA,green,1,NE,Aves,Passeriformes,Stephanophorus,diadematus,Small birds,35.4,6,2,RES,LC,Stable,PE Intervales,-24.265278,-48.406944,preciso,10.1079/9780851995250.0423,Network study
8031,PE Intervales,Wesley S et al 2002,Thraupidae,Cissopis leverianus,Cissopis_leverianus,76,Solanaceae,Solanum didymum,Solanum_didymum,Cissopis leverianusSolanum didymum,NA,Mutualistic,Solanum,didymum,native,scrub,6.3,7.6,NA,green,1,NE,Aves,Passeriformes,Cissopis,leverianus,Small birds,76,8,2,RES,LC,Stable,PE Intervales,-24.265278,-48.406944,preciso,10.1079/9780851995250.0423,Network study
8037,PE Intervales,Wesley S et al 2002,Cardinalidae,Saltator fuliginosus,Saltator_fuliginosus,50.5,Solanaceae,Solanum rufescens,Solanum_rufescens,Saltator fuliginosusSolanum rufescens,NA,Mutualistic,Solanum,rufescens,native,scrub,11.3,12.1,NA,green,1,NE,Aves,Passeriformes,Saltator,fuliginosus,Small birds,50.5,12.49,2,RES,LC,Unknown,PE Intervales,-24.265278,-48.406944,preciso,10.1079/9780851995250.0423,Network study
8039,PE Intervales,Wesley S et al 2002,Cardinalidae,Saltator similis,Saltator_similis,43.3,Solanaceae,Solanum rufescens,Solanum_rufescens,Saltator similisSolanum rufescens,NA,Mutualistic,Solanum,rufescens,native,scrub,11.3,12.1,NA,green,1,NE,Aves,Passeriformes,Saltator,similis,Small birds,43.3,11,2,RES,LC,Decreasing,PE Intervales,-24.265278,-48.406944,preciso,10.1079/9780851995250.0423,Network study
8050,PE Intervales,Wesley S et al 2002,Cotingidae,Lipaugus lanioides,Lipaugus_lanioides,94.8,Solanaceae,Solanum swartzianum,Solanum_swartzianum,Lipaugus lanioidesSolanum swartzianum,NA,Mutualistic,Solanum,swartzianum,native,scrub,1.7,11.8,NA,green,1,NE,Aves,Passeriformes,Lipaugus,lanioides,Large birds,94.8,18.65,3,RES,NT,Decreasing,PE Intervales,-24.265278,-48.406944,preciso,10.1079/9780851995250.0423,Network study
